,a,b,c,d,e
2.756,9.873477023,2.652319445,7.758631407,4.844444722,1.447012267
2.757,1.841006323,1.66726233,7.113659244,0.924118634,7.992897039
2.758,5.177275013,7.670265315,3.888004229,1.71753384,5.062659373
2.759,0.747349835,2.599786745,3.836504542,3.029155685,9.952690239
2.76,0.915423392,6.135065642,2.93590927,6.713194566,0.405143594
2.761,3.493095505,7.723482485,7.605422298,6.380161039,9.372404057
2.762,5.986890196,0.360917068,5.072684457,7.983222067,2.398460025
2.763,6.402151151,3.167655213,7.681246236,7.387375154,4.847968159
2.764,7.715092473,6.882527887,8.535832227,7.270697695,3.31436172
2.765,8.641541395,3.329031622,9.257418972,8.727423246,2.465066012
2.766,7.763407032,5.744460641,1.996598645,5.496100982,4.224198382
2.767,6.168725944,5.677408919,1.095378005,6.868591287,2.562989225
2.768,5.925385757,4.631283431,5.933283662,9.805089545,5.988017326
2.769,6.960065964,5.279427219,3.355764206,0.081173694,7.628939585
2.77,8.619053246,0.673282779,8.583341027,9.050387594,1.87010966
2.771,6.351246678,0.470789146,6.697208083,9.19075635,6.571949586
2.772,7.780338001,6.324049604,4.637373533,0.736912236,8.906625436
2.773,5.87727096,7.529431738,9.893158891,5.337435543,9.647786654
2.774,6.59290538,8.449983193,3.264751907,0.276209869,7.366485455
2.775,2.210534113,3.881854691,7.582723985,5.530272348,5.027567781
2.776,9.33877338,7.866930167,8.585046602,1.957259209,6.795406446
2.777,7.700157311,3.650557438,4.847561615,5.020038948,7.305591656
2.778,5.688615913,0.34587651,5.091427759,8.349987763,3.867565942
2.779,4.428516502,9.218481194,9.993172709,8.461922392,6.886093092
2.78,8.145651685,1.533550953,4.427797178,1.579060456,0.448465146
2.781,6.302022223,6.89039585,9.308237082,0.130776648,2.196651326
2.782,8.765270894,2.877897159,2.158244611,4.142797804,2.698556138
2.783,9.864186561,2.769736713,6.256570071,3.983292127,7.974245747
2.784,4.168580883,5.815996911,7.956728401,0.287816908,7.513431575
2.785,7.465807342,0.836537875,1.430728586,1.47036634,1.10569065
2.786,2.494475537,7.916476499,9.531796502,8.375693437,5.845940095
2.787,5.630489908,9.171518595,7.49449452,4.286830069,0.018013513
2.788,5.907601435,3.519451185,1.483480037,6.039469007,8.527771559
2.789,0.537776533,3.416739459,1.938084256,5.961520142,5.112101864
2.79,5.877487729,0.476191964,1.255282403,6.121673407,4.338991342
2.791,1.436241783,6.218535066,7.774264057,0.96567313,2.32903978
2.792,8.435261667,8.202316661,0.700163987,2.301366573,3.306376658
2.793,1.263836795,5.320495096,0.594562349,7.551523254,9.435140315
2.794,8.265044901,3.57929597,3.936509417,4.084838408,9.021055795
2.795,7.322812676,8.847856723,3.568654666,3.216081887,0.821407364
2.796,3.303073276,3.750614792,2.136891139,7.230872823,4.670486595
2.797,0.346880775,1.062826101,8.082324363,2.552340986,4.991433467
2.798,0.825212428,6.21346276,2.650707999,9.876952109,6.216657375
2.799,2.278328074,1.057583823,9.655460548,1.996226912,1.836587026
2.8,5.681392118,0.751528275,8.708042678,9.385375072,5.122959138
2.801,9.998508276,8.148632344,7.809892271,2.859002526,2.308672921
2.802,6.858724566,0.099912348,3.707303232,3.479496585,0.006231022
2.803,3.073748549,0.859963006,6.822253524,2.769529189,8.918447886
2.804,6.797993425,4.630492245,3.457051542,6.803913808,7.659943471
2.805,2.531854792,1.366552193,7.651211561,4.079281019,1.234475739
2.806,3.137093942,9.337575086,5.835203748,1.25348267,2.357585544
2.807,8.476060151,0.953410341,6.280772151,4.321633993,6.36676496
2.808,4.999454554,1.200204666,1.646607648,2.417231642,2.400402103
2.809,7.384597234,1.217564645,8.599418018,0.235665766,6.101323808
2.81,7.055655713,7.111026203,6.17037325,3.84162208,0.677837877
2.811,3.6409984,7.613073476,1.971943191,2.067541109,0.222174063
2.812,0.320285036,2.551235748,1.839221766,4.048957053,1.178336791
2.813,5.994659245,4.200358272,0.229430151,6.864037629,4.442191077
2.814,8.606891301,9.646518414,9.620760525,0.299832133,3.032683892
2.815,1.558072408,0.631884614,2.83366686,9.957412537,3.1618578
2.816,2.012273011,1.744188217,6.237486956,3.580603482,1.991046592
2.817,6.345999269,2.583246229,3.345220075,7.149960758,0.937115406
2.818,5.40559325,7.701826303,4.769209528,9.969127368,9.788382614
2.819,4.308293602,7.089596193,1.767220393,0.49838626,8.996745627
2.82,8.002083505,0.992708419,5.814479959,5.402978986,2.642574637
2.821,6.3456598,1.215618661,5.085851083,1.201515082,2.551102537
2.822,0.035996891,6.580801751,2.024294577,9.245687828,0.392741849
2.823,2.836795967,5.152114149,9.374443938,6.861737679,4.853890088
2.824,1.9099267,2.695430233,9.962174178,9.915260377,1.823663481
2.825,1.272881576,6.855624031,1.106759975,1.589684088,0.03248545
2.826,4.434287876,5.322301215,0.345476294,0.948909101,9.584589357
2.827,3.791101413,6.936128807,7.893397378,2.598964583,3.281821324
2.828,5.226295746,3.685150602,7.967350326,3.234488891,8.974011646
2.829,9.726426105,9.066400043,5.675512778,5.367807402,7.283093242
2.83,7.225627853,1.298721645,9.115154464,7.182968574,2.202165771
2.831,6.118474241,8.598485788,8.996491772,2.406932374,5.054173288
2.832,9.740797135,2.415211086,0.044888966,3.583791654,4.95427009
2.833,2.628980322,4.56001096,3.052165387,0.734858142,2.770841233
2.834,2.812241401,6.073552469,4.007809843,0.817906729,9.558875134
2.835,2.793290246,7.472647726,4.196655083,2.295875076,3.759740651
2.836,8.166953402,8.903313478,4.21233294,4.677216029,0.062815134
2.837,9.60230224,0.416807343,7.347951211,8.972131301,5.41436742
2.838,3.289518618,5.81257617,0.813894203,5.767133869,4.814630518
2.839,4.8533137,9.415742522,1.713289602,0.656474415,4.820038926
2.84,6.321245637,6.949315235,1.653700753,8.552794163,2.606954022
2.841,9.40434486,0.439120847,9.926459889,4.366577729,4.367456273
2.842,2.105198983,1.686982974,9.017194701,3.569718612,0.916966564
2.843,4.563683491,4.49214999,1.973379372,5.635062152,0.028880667
2.844,8.728202368,2.881169407,4.167343214,3.881666481,1.635988167
2.845,2.387532593,0.719352475,0.244443316,4.138022205,5.542193523
2.846,5.950847551,6.841048752,7.360994899,2.696481193,9.969620831
2.847,7.152564791,5.4731578,8.470271935,7.316883796,2.54902253
2.848,5.015350753,9.673299347,0.506580507,1.538691485,9.969895981
2.849,0.178874044,5.252730502,7.977389288,0.459531939,5.016233673
2.85,2.74788478,9.780652271,1.00502266,5.995360157,7.967960922
2.851,8.741047306,7.55105066,8.921026126,1.774953107,3.500372138
2.852,1.925191008,7.074880004,3.738238145,5.82141822,3.035368975
2.853,8.193304023,1.485959629,7.853904967,8.007721676,2.14951983
2.854,7.317134899,6.740631391,7.77494444,7.59850462,2.014451927
2.855,1.917025089,5.640493664,0.015952773,2.546509114,3.613853829
2.856,0.805560547,3.498183352,4.350090473,8.015465324,3.233815675
2.857,3.432900864,4.374551395,9.711338084,9.842542722,1.860475475
2.858,6.772991668,0.864916342,1.930771097,8.60097138,8.720523788
2.859,2.017106498,5.79946743,7.188233488,4.357077269,4.687422122
2.86,8.580487882,8.485825824,5.066490292,9.91560549,4.262251916
2.861,6.618342484,9.541029012,9.704738807,2.633321958,7.925338834
2.862,6.745868931,0.108465239,8.130273219,7.515451587,8.776367935
2.863,3.186321892,8.914805796,2.888016383,7.846066469,0.448010367
2.864,0.385996973,5.79032232,7.30505699,0.157615313,6.48338035
2.865,3.596198402,0.287486934,2.618644667,2.6960316,8.568996305
2.866,4.944441547,1.90577803,0.155681702,4.923325474,4.975231801
2.867,3.555846818,9.340890544,1.020228616,9.228862182,3.50148356
2.868,7.731032225,2.048271033,2.477508437,5.134513684,9.568709396
2.869,4.222630278,8.929805848,6.311492629,0.394184436,4.308146411
2.87,6.139208131,9.450567071,9.425168281,0.177349286,1.218178731
2.871,6.48124839,4.592376289,1.997468841,0.494725058,0.245550794
2.872,8.781348167,6.906005895,7.484592415,9.938249769,6.320895924
2.873,7.140958594,3.028210719,6.734429054,3.596777116,5.704909874
2.874,3.778299942,9.841992101,2.332507383,4.065605028,8.279909993
2.875,3.65041015,7.483942934,0.952078135,0.885597971,9.678069863
2.876,2.768333065,6.284795586,5.732192566,2.312133193,6.569088881
2.877,7.899275976,6.903435079,4.205938582,7.595824977,3.662012925
2.878,6.695112835,1.988410097,4.450118983,5.795157319,2.577685371
2.879,1.898127359,7.868452717,7.983015245,4.707526768,5.360930915
2.88,6.363881445,8.405543791,0.029933567,7.869828858,0.261183167
2.881,7.582464854,6.0281033,2.342622715,9.152025966,4.494777228
2.882,5.778660858,6.404370655,7.622332484,8.571471268,1.699203267
2.883,3.334373012,6.343523706,0.907360879,7.08354046,4.486563404
2.884,3.323979811,7.178323519,0.978171609,8.45404603,1.073147198
2.885,4.951502752,4.505274724,4.305213323,5.841443735,6.482700334
2.886,8.080181072,3.194905862,0.216296762,3.183362104,0.922452156
2.887,6.653261603,6.694078812,1.34270532,5.893532747,2.039136544
2.888,3.400212631,7.953952722,6.110612861,1.151132195,2.668701177
2.889,9.669182722,7.855820071,6.955599972,1.376888043,3.08700845
2.89,9.443240743,4.229607934,8.899888577,9.072836515,8.545032857
2.891,5.755977398,9.361849734,3.634373247,6.527690255,2.633186532
2.892,7.137834493,4.916251853,8.262934014,4.704192708,6.821380376
2.893,8.248253687,0.3782824,8.259204398,2.570944839,0.855537901
2.894,1.531247284,6.647724212,2.977239057,3.080346162,1.121536082
2.895,4.034158068,6.112483285,3.549036735,5.950985936,4.804218731
2.896,5.268532439,0.511509293,5.069492509,0.018062539,0.894434749
2.897,4.127504594,0.241595555,4.557522072,0.461515243,5.307426997
2.898,7.330912793,2.680161073,9.696983106,2.116801924,4.630002766
2.899,5.901694222,2.809893887,5.088161227,0.24697402,9.241800375
2.9,9.427352992,0.30431853,3.987721653,4.370923938,0.317497809
2.901,9.938035652,6.040619969,8.453501053,0.79161125,0.090872716
2.902,1.807446327,9.751782327,0.082261284,0.244676459,2.363247073
2.903,0.937392701,7.510285429,0.271293098,0.966711139,9.782283266
2.904,0.598613255,3.286485835,8.277712328,3.587366432,9.38442274
2.905,9.653070023,0.046036812,6.757133929,0.438297863,6.823525177
2.906,6.297770152,1.676180867,7.860648372,7.40478029,2.336210011
2.907,8.360111027,7.753294728,8.487428795,8.797972225,0.502642452
2.908,0.492539643,0.184732528,0.87708522,1.909455585,3.830043778
2.909,8.097747573,5.38149468,9.585713642,6.881218651,0.846632277
2.91,7.786140862,7.583866018,4.787395994,8.611138891,4.594532214
2.911,9.925860969,2.372818786,9.667953085,7.978094454,7.956415535
2.912,0.274599821,2.309069051,5.365006228,9.543325653,8.211886342
2.913,1.086194818,5.528379918,1.122448886,8.403373885,5.015512525
2.914,4.294784901,6.065981642,1.825048686,5.793191218,2.901738544
2.915,3.7024345,2.264131572,5.502541097,6.173526042,5.910057666
2.916,0.150495163,5.118447141,9.784636073,5.083901813,0.944211005
2.917,5.00307048,5.095199457,8.359572395,2.073486074,9.823292021
2.918,6.322970756,8.558721055,2.471226964,3.924060497,0.112539375
2.919,2.532901345,8.395996278,9.27542978,6.023341269,3.529301851
2.92,6.342732992,8.041106606,4.855875632,5.245621634,7.66652839
2.921,8.763293671,6.557777864,9.842906626,4.350621264,9.129266492
2.922,7.310282518,6.236796459,2.209888559,0.956749995,6.385254777
2.923,6.134002745,5.901673899,7.050300885,4.197214768,3.124830368
2.924,3.163823723,4.166109278,8.760670417,5.125087738,5.184003248
2.925,2.775031636,5.526992669,9.441782678,3.778684353,0.457291836
2.926,1.838079047,3.57276441,9.157483581,2.129917998,4.478509319
2.927,9.434637883,6.676200558,3.090913104,6.281630532,0.807162663
2.928,5.134848009,3.433632549,9.825614903,4.800106992,9.999900108
2.929,8.0566882,5.5576877,2.336443039,9.482223317,2.001095083
2.93,5.409627587,2.820573105,8.294043611,0.415235631,9.654423356
2.931,2.068805678,5.380981702,7.47139099,0.25306858,0.798196071
2.932,3.964445756,3.389750279,0.438333033,5.341924539,4.486718166
2.933,7.038736927,6.913910768,2.20256835,0.313376651,2.700828783
2.934,5.960779785,7.640722485,7.380843861,4.305964115,1.110972033
2.935,9.11527414,4.922498406,2.976161298,2.958212893,2.541732145
2.936,0.577599991,6.850503989,2.602510486,7.008758429,6.000680212
2.937,6.929773487,6.990482517,6.693081752,6.442367683,6.954726966
2.938,7.442071235,0.329848273,6.221624269,1.807344046,2.369608707
2.939,7.734612363,3.865374627,1.090665338,4.769903585,4.436350259
2.94,0.101714612,7.680942905,9.187159625,0.518733157,9.306814002
2.941,5.216614363,7.358093826,8.717062916,0.646757555,0.910883993
2.942,6.310296594,1.535903737,0.722581776,5.357510967,1.068957887
2.943,7.80149213,5.178708643,4.192815231,9.678907312,2.452251856
2.944,0.99326154,8.742926,8.384503429,7.076519425,4.578945214
2.945,5.185822871,9.467442365,2.212947262,9.549096899,8.167497885
2.946,0.697023992,4.938297378,6.038507773,9.324011994,5.253506288
2.947,5.267814893,9.611495145,0.868614543,0.0058661,1.730980286
2.948,4.325588907,2.957446035,6.996652197,1.575137753,6.387326797
2.949,3.40450179,5.912320732,7.795376509,6.28812594,4.810184602
2.95,9.506072226,0.116726186,5.302123307,3.22162247,6.354503675
2.951,5.662689021,9.42107503,0.280280489,7.797686753,1.029371732
2.952,1.980202991,1.746694126,0.207868646,6.23772118,2.738957803
2.953,7.965440737,0.525254603,9.811177673,6.035299632,5.149813697
2.954,7.023256797,1.447899897,3.566355198,3.655146027,7.507059084
2.955,7.171294913,3.31187172,5.242078165,5.209287368,3.177667056
2.956,4.213311829,7.022437989,5.334638179,9.635036351,5.367532698
2.957,2.217757727,4.471294401,2.985222682,9.213911911,4.503462345
2.958,8.175670802,4.562194143,1.48871357,9.234237881,5.957826972
2.959,7.90779208,7.143772061,1.854777081,3.513461671,5.833462011
2.96,1.238414758,7.582852596,7.378161677,4.944232364,6.732776757
2.961,0.034553325,9.458682106,6.773776119,2.229334401,0.978136572
2.962,9.629366652,8.986354641,1.247630755,3.613603509,3.023408408
2.963,6.25580628,8.082708744,2.769754548,2.362430589,1.7808313
2.964,4.70001992,0.382463301,7.260212283,7.320954431,5.784193568
2.965,7.77702423,6.892499181,6.100264006,5.620733772,3.750302676
2.966,3.083337279,7.343436375,5.415288221,2.1246941,4.194582172
2.967,8.997821795,5.11336659,6.145294873,2.505476561,3.462112382
2.968,9.387897432,8.347070111,8.658783737,7.694609964,8.303640953
2.969,5.564262967,5.097566274,4.797431828,4.461703494,6.805425003
2.97,8.218715997,4.948413887,2.807143381,2.452496739,2.036149166
2.971,3.877680467,1.284911189,9.486249848,9.481004375,7.902171278
2.972,3.682550832,3.844596414,7.253048743,2.208817109,4.357397819
2.973,2.43040447,8.961181619,7.699311933,1.73192531,6.504435807
2.974,9.852490742,8.655248029,4.462583541,3.288521171,0.421161435
2.975,4.115360591,2.305402004,7.967375281,6.718109553,5.696321916
2.976,0.703239787,4.952962344,8.123728069,6.623947091,1.558169079
2.977,9.314850435,7.653791916,9.541934753,9.098069358,5.597398686
2.978,2.959954494,9.138142645,2.206342024,7.894316227,7.357421557
2.979,5.249246262,5.48311134,3.584371974,5.072975056,2.191052709
2.98,1.375393779,4.369338677,3.994374375,2.548730919,6.498240931
2.981,1.355447072,1.751816651,3.973732402,0.102012764,1.156558506
2.982,7.701638236,7.347164017,7.469258434,5.591497873,6.87293414
2.983,0.880278319,9.610833168,3.594496099,8.002578794,5.865470149
2.984,1.312791952,7.297961919,2.557583092,4.401928326,5.694382036
2.985,3.347269401,9.014492321,7.68657035,9.867087667,4.671971015
2.986,9.090922857,3.600072771,2.091956992,6.101990854,7.94897644
2.987,8.669061304,2.163064032,4.932271754,5.47023934,7.190706688
2.988,2.003535592,2.856303555,8.583958859,6.742645839,4.343725845
2.989,4.425797325,1.805866354,1.834176646,6.463926052,4.595719885
2.99,3.07794541,3.033996652,0.12134997,2.8778162,7.486345123
2.991,9.646695737,7.981592411,8.691006341,7.790137713,3.717406231
2.992,1.064390042,3.059946292,3.539825734,1.979628276,8.666980632
2.993,1.874183315,2.955599573,7.972945254,3.29216532,6.658184965
2.994,0.260870716,8.275910092,8.775456541,8.246419131,5.184046227
2.995,6.224275216,5.932348307,7.499146522,3.840472866,3.636859005
2.996,9.958370516,0.215602006,9.651645167,2.17141006,3.953111372
2.997,9.676760448,3.839024818,1.023859899,4.109174393,6.153052465
2.998,3.563397605,9.821612046,2.388016831,9.293457485,3.696532479
2.999,3.169730949,1.825550584,1.355491261,8.892330342,0.976857879
3,8.285147427,1.398292446,1.661970026,3.512473713,0.868778655
3.001,4.194727632,6.540088763,2.047969926,6.422847655,0.118647943
3.002,7.849004837,3.268356707,9.133065544,1.343871734,3.330635226
3.003,9.963614004,1.66847795,2.707989807,6.618242139,5.381229071
3.004,0.276187767,3.033798896,5.807849017,8.17519339,8.431109223
3.005,6.522008662,4.714021333,4.57844034,5.109883373,9.964311106
3.006,3.423183059,2.304368638,3.616166595,6.764837266,3.633608323
3.007,8.345845399,2.956525513,0.668221824,4.746540893,7.732019726
3.008,4.915212194,1.984828753,4.570940097,0.048683505,9.594418179
3.009,6.691168306,8.000347866,5.120878574,1.719166691,6.400726341
3.01,3.730590409,1.0492835,3.999003074,0.093249044,7.732786624
3.011,6.99536701,0.784534407,9.161756746,1.134587075,4.686308722
3.012,6.078965759,5.121184599,2.142831934,2.34726126,4.366455574
3.013,5.466324182,8.6339297,4.376097765,4.476630013,2.562434767
3.014,0.244388731,5.398493784,3.230972223,2.274864813,5.47699564
3.015,6.817230529,8.026940548,3.102017007,1.823364096,7.437268306
3.016,8.543479869,2.237435743,2.774844519,1.530569557,9.016986493
3.017,0.964989212,1.440369061,2.346971072,2.044438242,6.860721991
3.018,6.223628704,5.548330982,3.151510113,5.861974443,4.901344502
3.019,7.887417016,8.581813019,4.051797293,4.620183134,4.899748809
3.02,0.78727913,5.275316334,0.014356903,0.440107905,7.205608132
3.021,6.486400623,8.934932922,2.40544474,7.093227977,3.344798068
3.022,7.354949554,7.772498219,7.073297055,0.953129319,1.471423126
3.023,6.745470232,5.754335196,1.618466428,3.503088537,3.903900366
